extract_record_id,source_id,source_row_number,source_line_number,source_row_sha256,source_cell,item_number,evidence_type,category_raw,technology_raw,resolution_status
XT000332,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,9,DIRECT,Workflow Automation,대덕전자 Power Platform 적용: 보고 → 분석 → 승인 사이 반복업무 자동화,unresolved
XT000333,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,10,DIRECT,Workflow Automation,Power BI의 분석 자동화와 구별되는 '업무행위 자체의 자동화',unresolved
XT000334,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,direct_technology,11,DIRECT,Workflow Automation,Power Apps와 결합한 현장/일일보고/승인 프로세스,unresolved
XT000335,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,1,INDIRECT,Workflow Automation,Trigger (자동화 시작 조건 필요),unresolved
XT000336,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,2,INDIRECT,Workflow Automation,Action (Workflow 단계별 실행 작업),unresolved
XT000337,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,3,INDIRECT,Workflow Automation,Condition (상황에 따른 분기),unresolved
XT000338,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,4,INDIRECT,Workflow Automation,Scheduler (정기 자동화 실행),unresolved
XT000339,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,5,INDIRECT,Workflow Automation,Connector (DB·Teams·외부 서비스 연결),unresolved
XT000340,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,6,INDIRECT,Workflow Automation,Webhook (이벤트 기반 통합에 사용 가능하나 실제 사용 여부는 불명),unresolved
XT000341,SRC001,27,29,f953c0a3f86476d4d89b75000786395b8afaf7bba6063b39e34f4cf47bfaa9b7,indirect_technology,7,INDIRECT,Workflow Automation,Approval State Machine (승인 단계·상태 전이를 관리하는 구조와 밀접하지만 구체 구현은 자료에 없음),unresolved
XT000342,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,1,DIRECT,Enterprise Integration,"Microsoft Teams (업무 자동화, AI Chatbot, Notification)",unresolved
XT000343,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,2,DIRECT,Enterprise Integration,"사내 DB (휴가 데이터, Teams 연동)",unresolved
XT000344,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,3,DIRECT,Enterprise Integration,"Teams AI Chatbot (OpenAI LLM, 사내 문서 Q\&A, 주식 분석)",unresolved
XT000345,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,4,DIRECT,Enterprise Integration,"Teams Integration (휴가, 메뉴, 업무 요약, 생일)",unresolved
XT000346,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,5,DIRECT,Enterprise Integration,OpenAI LLM 연동 (Teams Chatbot),unresolved
XT000347,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,6,DIRECT,Enterprise Integration,"Data & AI 통합 연계 (데이터와 AI를 하나의 흐름으로 연결, AI를 위한 데이터 환경까지 통합 설계)",unresolved
XT000348,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,7,DIRECT,Enterprise Integration,Data Platform ↔ Microsoft Azure OpenAI ↔ BI/Power Platform 연계 (기업 업무 환경의 End-to-End 통합),unresolved
XT000349,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,8,DIRECT,Enterprise Integration,Enterprise Source Integration (ERP·MES·CRM·POS·SAP·HR·Excel·Legacy DB·문서),unresolved
XT000350,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,9,DIRECT,Enterprise Integration,Azure Data Factory/SSIS를 통한 시스템 간 데이터 수집·이동,unresolved
XT000351,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,10,DIRECT,Enterprise Integration,Power BI/Brain Portal/Embedded BI/Teams/Power BI Mobile 사용자 접점 통합,unresolved
XT000352,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,11,DIRECT,Enterprise Integration,RISE with SAP + Azure + Power Platform 연계 (ERP Cloud 전환 후 현장업무 개선),unresolved
XT000353,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,direct_technology,12,DIRECT,Enterprise Integration,Brain Portal 데이터 문의 채널 통합,unresolved
XT000354,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,1,INDIRECT,Enterprise Integration,Database Query (사내 DB 데이터 추출에 필요),unresolved
XT000355,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,2,INDIRECT,Enterprise Integration,API Integration (DB·Backend·AI·Teams 연결에 밀접),unresolved
XT000356,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,3,INDIRECT,Enterprise Integration,Notification Service (자동 공지·알림 구현),unresolved
XT000357,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,4,INDIRECT,Enterprise Integration,Data Transformation (DB 데이터를 사용자 메시지로 변환),unresolved
XT000358,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,5,INDIRECT,Enterprise Integration,Integration Architecture (Data·AI·BI·Low-code를 End-to-End로 연결하기 위한 통합 설계와 밀접),unresolved
XT000359,SRC001,28,30,d21300a7565dd0deb02b67a8468b2b035488e47104e61d08250c05fcf8c10668,indirect_technology,6,INDIRECT,Enterprise Integration,Enterprise Service Bus/iPaaS (다수 업무 시스템과 Cloud/Portal/App을 통합하는 구조와 밀접하지만 자료에 특정 제품은 없음),unresolved
XT000360,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,1,DIRECT,Low-code Development,"Microsoft Power Platform (Power Apps, Power Automate, Copilot Studio/PVA, PCF)",unresolved
XT000361,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,2,DIRECT,Low-code Development,"Power Apps (Low-code, PCF)",unresolved
XT000362,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,3,DIRECT,Low-code Development,Mendix (Low-code 기술),unresolved
XT000363,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,4,DIRECT,Low-code Development,"Low-code (Power Apps, Mendix)",unresolved
XT000364,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,5,DIRECT,Low-code Development,"Power Platform 기반 반복 업무 자동화 + 앱 개발 (현업 중심의 빠른 구현, AX 전환 속도 향상)",unresolved
XT000365,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,6,DIRECT,Low-code Development,"Power Apps (현업 업무용 Low-Code Application, 건설현장 HSE Platform, 사용자 친화적 업무 UI, 현업용 업무 App)",unresolved
XT000366,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,7,DIRECT,Low-code Development,삼성물산: ERP Cloud 전환과 Power Apps를 결합해 현장업무 프로세스 개선,unresolved
XT000367,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,8,DIRECT,Low-code Development,Power Platform 적용 업무: 현장업무·HSE·일일보고·승인업무,unresolved
XT000368,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,direct_technology,9,DIRECT,Low-code Development,"확인 효과 (개발시간 단축, 수작업 감소, 현업 중심 프로세스 혁신)",unresolved
XT000369,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,indirect_technology,1,INDIRECT,Low-code Development,Domain Model (Mendix Application의 Data 구조와 밀접),unresolved
XT000370,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,indirect_technology,2,INDIRECT,Low-code Development,Microflow (Mendix Business Logic 구현에 밀접),unresolved
XT000371,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,indirect_technology,3,INDIRECT,Low-code Development,API Connector (Low-code App과 외부 시스템 연동에 필요),unresolved
XT000372,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,indirect_technology,4,INDIRECT,Low-code Development,Citizen Development Governance (현업 중심 Low-code 확산 시 권한·환경·배포 관리와 밀접하나 자료에는 구체 체계가 없음),unresolved
XT000373,SRC001,29,31,249cb7fcefa25d7d5b5cadd312cab410972f4c0075194d5c0d45442426b30bdc,indirect_technology,5,INDIRECT,Low-code Development,Offline/Mobile Field App Pattern (건설현장 HSE·현업 App과 밀접하지만 오프라인 기능 여부는 자료에 없음),unresolved
XT000374,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,direct_technology,1,DIRECT,Custom Low-code Extension,"PCF (Power Apps, Custom Development)",unresolved
XT000375,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,direct_technology,2,DIRECT,Custom Low-code Extension,"Power Apps PCF 개발 (Power Platform, Low-code 확장)",unresolved
XT000376,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,indirect_technology,1,INDIRECT,Custom Low-code Extension,TypeScript/JavaScript (PCF Component 구현의 핵심 Web 언어),unresolved
XT000377,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,indirect_technology,2,INDIRECT,Custom Low-code Extension,HTML/CSS (Custom UI 표현),unresolved
XT000378,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,indirect_technology,3,INDIRECT,Custom Low-code Extension,Node.js/npm (PCF 개발 Toolchain·Dependency 관리와 밀접),unresolved
XT000379,SRC001,30,32,47143bb97529590707566b1c7efe3b6043881f16c10c32c1317cbcf31a0ec607,indirect_technology,4,INDIRECT,Custom Low-code Extension,Power Platform CLI (PCF Build/Deploy Workflow와 밀접),unresolved
XT000380,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,1,DIRECT,Conversational Application,"Copilot Studio (Power Platform, PVA, 대화형 기능)",unresolved
XT000381,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,2,DIRECT,Conversational Application,"PVA / Power Virtual Agents (Power Platform, Bot)",unresolved
XT000382,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,3,DIRECT,Conversational Application,"Teams AI Chatbot (OpenAI LLM, Q\&A, 분석)",unresolved
XT000383,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,4,DIRECT,Conversational Application,"Q\&A Bot (사내 문서, LLM)",unresolved
XT000384,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,5,DIRECT,Conversational Application,GPT-4 기반 Microsoft Teams 챗봇 (기아 사내 문서검색),unresolved
XT000385,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,6,DIRECT,Conversational Application,Private 통합 GPT (삼성물산·동국시스템즈),unresolved
XT000386,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,7,DIRECT,Conversational Application,기업 데이터 자연어 Q&A 및 BXG 분석형 대화 인터페이스,unresolved
XT000387,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,direct_technology,8,DIRECT,Conversational Application,Teams 업무환경 내 AI 서비스 제공,unresolved
XT000388,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,indirect_technology,1,INDIRECT,Conversational Application,Conversation Flow (대화 단계 구성에 필요),unresolved
XT000389,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,indirect_technology,2,INDIRECT,Conversational Application,Topic/Intent 설계 (사용자 요청 유형 처리와 밀접),unresolved
XT000390,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,indirect_technology,3,INDIRECT,Conversational Application,Action (대화에서 실제 업무 기능 호출),unresolved
XT000391,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,indirect_technology,4,INDIRECT,Conversational Application,Connector/API Integration (Bot과 Backend·DB·업무 시스템 연결),unresolved
XT000392,SRC001,31,33,d3e199d8af60648884764932bf9aba53a4515c42b2a992a96585f3e0c882cb8f,indirect_technology,5,INDIRECT,Conversational Application,Conversation Memory/Session Context (연속 질의형 Chat Interface와 밀접하지만 자료에 직접 명시되지 않음),unresolved
XT000393,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,direct_technology,1,DIRECT,Mixed Reality,"HoloLens (MR, 미래 UX)",unresolved
XT000394,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,direct_technology,2,DIRECT,Mixed Reality,"Mixed Reality / MR (HoloLens, 현실·가상 융합, Meta-Solution)",unresolved
XT000395,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,direct_technology,3,DIRECT,Mixed Reality,"Meta-Solution (MR, Text, Image, 3D Model, 자료 공유)",unresolved
XT000396,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,direct_technology,4,DIRECT,Mixed Reality,Meta-Call / Meta-Flow / MR Medical / MR Share (MR Solution 계열),unresolved
XT000397,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,indirect_technology,1,INDIRECT,Mixed Reality,Spatial Mapping (현실 공간을 인식해 가상 콘텐츠를 배치하기 위해 필요),unresolved
XT000398,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,indirect_technology,2,INDIRECT,Mixed Reality,Spatial Coordinate System (현실과 Virtual Object 위치 일치),unresolved
XT000399,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,indirect_technology,3,INDIRECT,Mixed Reality,Spatial Anchor (가상 Object의 위치 유지),unresolved
XT000400,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,indirect_technology,4,INDIRECT,Mixed Reality,3D Rendering (3D Model 표시에 필요),unresolved
XT000401,SRC001,32,34,cd7863549f9ee7df53b5b135614c8c30269516e797e2fcdfe23f06a2cabfa5bc,indirect_technology,5,INDIRECT,Mixed Reality,Unity/C#/OpenXR/MRTK (HoloLens/MR 구현에 매우 밀접하지만 실제 사용 여부는 자료로 확인 불가),unresolved
XT000402,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,direct_technology,1,DIRECT,Spatial Content,"Text (MR Content, Meta-Solution)",unresolved
XT000403,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,direct_technology,2,DIRECT,Spatial Content,"Image (MR Content, Meta-Solution)",unresolved
XT000404,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,direct_technology,3,DIRECT,Spatial Content,"3D Model (MR Content, Meta-Solution)",unresolved
XT000405,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,direct_technology,4,DIRECT,Spatial Content,혼합현실 콘텐츠 제작 (Text/Image/3D 배치),unresolved
XT000406,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,indirect_technology,1,INDIRECT,Spatial Content,3D Asset Optimization (HoloLens 같은 Device에서 3D Model을 원활히 실행하기 위해 중요),unresolved
XT000407,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,indirect_technology,2,INDIRECT,Spatial Content,3D Coordinate/Transform (위치·회전·크기 조정 필요),unresolved
XT000408,SRC001,33,35,7ddff378b5734a3fe4091d3b07a891a824c53342f148171911eaee03af213ccd,indirect_technology,3,INDIRECT,Spatial Content,Interaction Design (사용자가 MR Object를 선택·조작해야 함),unresolved
XT000409,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,1,DIRECT,Performance Engineering,"검색 정확도 (RAG, LangChain, LlamaIndex, Qdrant)",unresolved
XT000410,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,2,DIRECT,Performance Engineering,"응답 품질 (Prompt, Parameter Tuning, LLM 후처리)",unresolved
XT000411,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,3,DIRECT,Performance Engineering,"Latency (LLM, Backend, asyncio)",unresolved
XT000412,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,4,DIRECT,Performance Engineering,Token (LLM),unresolved
XT000413,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,5,DIRECT,Performance Engineering,Resource Usage (Backend 비동기 처리),unresolved
XT000414,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,6,DIRECT,Performance Engineering,Spark Memory (Spark 성능),unresolved
XT000415,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,7,DIRECT,Performance Engineering,"Compute Resource (Spark, Cluster)",unresolved
XT000416,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,8,DIRECT,Performance Engineering,Model Optimization (MLflow),unresolved
XT000417,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,9,DIRECT,Performance Engineering,실시간 분석 (Data Platform의 분석 요구; 처리 성능·지연 관리와 연결),unresolved
XT000418,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,10,DIRECT,Performance Engineering,SSAS / Azure Analysis Service의 집계·다차원/Semantic Model을 통한 BI 응답속도·분석 편의성 향상,unresolved
XT000419,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,11,DIRECT,Performance Engineering,Embedded BI의 대규모 사용자 제공 (한국암웨이 수만 명 판매사 동시 분석환경),unresolved
XT000420,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,direct_technology,12,DIRECT,Performance Engineering,Azure OpenAI/GPT 문서검색의 검색·탐색시간 감소,unresolved
XT000421,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,indirect_technology,1,INDIRECT,Performance Engineering,Profiling (성능 병목 지점을 찾기 위해 필요),unresolved
XT000422,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,indirect_technology,2,INDIRECT,Performance Engineering,Metrics (개선 전후 비교 필요),unresolved
XT000423,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,indirect_technology,3,INDIRECT,Performance Engineering,APM/Observability (Latency·Resource·Error 지속 측정에 밀접),unresolved
XT000424,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,indirect_technology,4,INDIRECT,Performance Engineering,Load Testing (Backend 처리 성능 검증과 밀접),unresolved
XT000425,SRC001,34,36,01da724b81790644d11328ee37c3aa5bc44dee3e56376efa7f15de38496278ca,indirect_technology,5,INDIRECT,Performance Engineering,BI Capacity/Concurrency Planning (수만 명 사용자 Embedded BI 제공과 밀접하나 구체 Capacity 구성은 자료에 없음),unresolved
XT000426,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,1,DIRECT,Cost Optimization,성능 대비 비용 효율성 (BD팀 기술 도입 기준),unresolved
XT000427,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,2,DIRECT,Cost Optimization,Computing Resource 비용 (Spark),unresolved
XT000428,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,3,DIRECT,Cost Optimization,Cluster 비용 (Spark),unresolved
XT000429,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,4,DIRECT,Cost Optimization,운영 비용 (AI Model 구축·배포),unresolved
XT000430,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,5,DIRECT,Cost Optimization,개발·유지 비용 (고사양 Cluster),unresolved
XT000431,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,6,DIRECT,Cost Optimization,저비용 Computing Resource 활용 (Spark 원리·Memory 관리),unresolved
XT000432,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,7,DIRECT,Cost Optimization,운영 리포트 및 비용 최적화 지원 (Cloud/Data/AI 운영 단계),unresolved
XT000433,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,direct_technology,8,DIRECT,Cost Optimization,정기 리포트 제공 및 비용 절감 컨설팅,unresolved
XT000434,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,indirect_technology,1,INDIRECT,Cost Optimization,Cost Monitoring (Cloud/Cluster 비용을 지속적으로 측정해야 함),unresolved
XT000435,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,indirect_technology,2,INDIRECT,Cost Optimization,Resource Right-sizing (성능에 맞는 Compute 규모 선정),unresolved
XT000436,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,indirect_technology,3,INDIRECT,Cost Optimization,Autoscaling (수요에 따라 자원을 조정하는 방식과 밀접하지만 자료에는 없음),unresolved
XT000437,SRC001,35,37,a0df864f2edd08930c619478219524d7a35618ae2a3d9575f1469b4ccd59bfe7,indirect_technology,4,INDIRECT,Cost Optimization,FinOps (Cloud 비용 가시화·최적화·운영 체계와 직접 밀접하나 자료에는 용어 자체가 명시되지 않음),unresolved
XT000438,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,1,DIRECT,Technical R\&D,신규 기능 테스트 (Power Platform),unresolved
XT000439,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,2,DIRECT,Technical R\&D,최신 Library Review (AI Backend),unresolved
XT000440,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,3,DIRECT,Technical R\&D,최신 Paper Review (AI Backend),unresolved
XT000441,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,4,DIRECT,Technical R\&D,실험 기능 별도 Branch Test (Azure DevOps 개발 방식),unresolved
XT000442,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,5,DIRECT,Technical R\&D,기능 반영 (검증된 기술을 실제 기능에 적용),unresolved
XT000443,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,direct_technology,6,DIRECT,Technical R\&D,내부 기술 문서 정리 (Power Platform),unresolved
XT000444,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,indirect_technology,1,INDIRECT,Technical R\&D,PoC (신규 기술의 실무 적용 가능성을 검증하는 방식과 직접 연결),unresolved
XT000445,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,indirect_technology,2,INDIRECT,Technical R\&D,Benchmarking (기존 기술 대비 신규 기술의 효과 비교에 필요),unresolved
XT000446,SRC001,36,38,fd7cf9006122cbf596c5f56f17d261227d731ebef9004cb3806d10af44e83820,indirect_technology,3,INDIRECT,Technical R\&D,Technical Documentation System (검증 결과의 조직 내 재사용에 밀접),unresolved
XT000447,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,1,DIRECT,Technical Education,"Spark 교육 (동작 원리, Data Processing, 분산 최적화, SQL)",unresolved
XT000448,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,2,DIRECT,Technical Education,"Computer Vision 이상 탐지 교육 (Deep Learning, 개발, 배포)",unresolved
XT000449,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,3,DIRECT,Technical Education,Databricks 교육 (Spark 데이터 처리),unresolved
XT000450,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,4,DIRECT,Technical Education,"MLflow 교육 (Model Optimization, Deployment)",unresolved
XT000451,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,5,DIRECT,Technical Education,향후 ML·DL·Generative AI·Speech Recognition·MLOps·AI Model Serving 교육 계획,unresolved
XT000452,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,6,DIRECT,Technical Education,정기 무료 교육 프로그램 (매월 누구나 참여 가능한 실무 중심 Open Session),unresolved
XT000453,SRC001,37,39,1e601a6b9f7a3a5b4dbcfec03a8ea23c22488417b568fd84d1ed1ce75c592dbf,direct_technology,7,DIRECT,Technical Education,도입 후 고객 맞춤형 실무 교육 (고객사 환경에 최적화된 실습 중심 교육),unresolved
